Unnamed: 0,tweets,time,language,translated_tweets
713,Je peux aussi vous envoyer mes consignes de vote pour une publicité gratuite ?,2020-09-08 09:35:53+00:00,"((0, 79, 'FRENCH', 'fr'),)",[{'translation_text': 'Can I also send you my voting instructions for free advertising?'}]
721,L'intelligence artificielle dans les armes...est-ce vraiment raisonnable ?,2020-08-31 06:58:04+00:00,"((0, 74, 'FRENCH', 'fr'),)",[{'translation_text': 'Artificial intelligence in weapons... is that really reasonable?'}]
722,COVID a bon dos...mais il est vrai que pour certains acheter un gros véhicule est un acte vital...Voilà une décision complètement incompréhensible CF.,2020-08-31 06:15:59+00:00,"((0, 155, 'FRENCH', 'fr'),)","[{'translation_text': ""VOCID has a good back...but it's true that for some to buy a big vehicle is a vital act...This is a completely incomprehensible CF decision.""}]"
725,C'est la preuve que la justice locale a le pouvoir d'agir...pas besoin d'y mêler la justice suisse !,2020-08-25 17:50:42+00:00,"((0, 101, 'FRENCH', 'fr'),)",[{'translation_text': 'This is proof that local justice has the power to act...there is no need to interfere with Swiss justice!'}]
726,"Bon en même temps le PLR a refusé le congé parental au CN, il faudra qu'on m'explique !",2020-08-23 07:45:19+00:00,"((0, 90, 'FRENCH', 'fr'),)","[{'translation_text': ""At the same time, the PLR refused parental leave at CN, so I'll have to be told!""}]"
729,Nous ne pouvons pas nous contenter d'être des passagers clandestins de L'OTAN !,2020-08-15 13:49:21+00:00,"((0, 80, 'FRENCH', 'fr'),)","[{'translation_text': ""We can't just be NATO's illegal passengers!""}]"
730,La responsabilité d'avoir des masques et du matériel de protection est du côté des cantons et des hôpitaux!,2020-08-14 19:15:51+00:00,"((0, 112, 'FRENCH', 'fr'),)",[{'translation_text': 'The responsibility for having masks and protective equipment is on the part of the cantons and hospitals!'}]
731,Notre ouverture renforce notre capacité d'innovation aucoeurdeleurope,2020-08-10 10:14:14+00:00,"((0, 70, 'FRENCH', 'fr'),)",[{'translation_text': 'Our openness strengthens our capacity for innovation at heart'}]
733,"Les projets nationaux de recherche 70 et 71 indiquent qu'il faut plus recycler pour améliorer la conservation de l'énergie. Évidemment que les UIOM n'ont pas d'intérêts au recyclage, ne soyons pas dupe!",2020-08-04 04:58:02+00:00,"((0, 207, 'FRENCH', 'fr'),)","[{'translation_text': ""National research projects 70 and 71 indicate that more recycling is needed to improve energy conservation. Of course, the IUOM have no interest in recycling, let's not be fooled!""}]"
734,"La démission de Michael Lauber va permettre, je l'espère, de retrouver la confiance dans cette institution essentielle à notre démocratie qu'est le MPC.",2020-07-24 10:48:25+00:00,"((0, 156, 'FRENCH', 'fr'),)","[{'translation_text': ""Michael Lauber's resignation will, I hope, restore confidence in this institution essential to our democracy, the MPC.""}]"
736,"Dites-moi, c'est une plaisanterie, non ? C'est le report covid du 1er avril, c'est ça ! 🤦‍",2020-07-10 17:37:30+00:00,"((0, 96, 'FRENCH', 'fr'),)","[{'translation_text': ""Tell me, it's a joke, isn't it?""}]"
738,"Il y a des fois la situation est compliquée, quelques jours de vacances et je serais plus fort ;-)",2020-07-02 19:48:54+00:00,"((0, 99, 'FRENCH', 'fr'),)","[{'translation_text': 'There are times the situation is complicated, a few days of vacation and I would be stronger ;-)'}]"
739,"Cherche à obtenir le respect de tes adversaires, la gratitude de tes alliés tu ne l'aura pas !",2020-07-02 15:25:52+00:00,"((0, 96, 'FRENCH', 'fr'),)","[{'translation_text': 'Seek the respect of your opponents, the gratitude of your allies you will not get!'}]"
740,Ah c'est ça le tourisme quatre saison...🤦‍,2020-06-30 16:34:28+00:00,"((0, 48, 'Unknown', 'un'),)",NA
741,Et pourtant l'art 60a de la loi sur les épidémies est claire non ? SwissCovid,2020-06-26 06:10:53+00:00,"((0, 79, 'FRENCH', 'fr'),)","[{'translation_text': ""And yet Art 60a of the Epidemics Act is clear, isn't it? SwissCovid""}]"
742,Fort sympathique !,2020-06-21 14:35:32+00:00,"((0, 18, 'Unknown', 'un'),)",NA
743,"On conseil de porter un masque (sans obliger) dans les transports publics, mais on oblige dans avoir un dans la poche !
Si quelqu'un peu m'expliquer ce serait sympa...
COVID",2020-06-19 14:25:38+00:00,"((0, 173, 'FRENCH', 'fr'),)","[{'translation_text': 'We advise to wear a mask (without forcing) in public transport, but we have to have one in the pocket! If someone can explain it to me it would be nice... VOCID'}]"
744,"Fin du débat sur les Mesures Policières contre le Terrorisme. On entend quelques phrases sécuritaires affreuses...cela me fait plus peur que le terrorisme!
ParlCH MPT MesuresPolicieres",2020-06-19 06:16:33+00:00,"((0, 187, 'FRENCH', 'fr'),)",[{'translation_text': 'End of the debate on the Political Measures against Terrorism. We hear a few terrible security phrases... it scares me more than terrorism! ParlCH MPT MeasuresPoliticians'}]
745,"Il faut rappeler que les mesures légales existantes s'appliquent pour les personnes qui reviennent du Jihad. Il est faux de dire que les MPT sont nécessaires pour régler ce cas.
ParlCH MPT MesuresPolicieres",2020-06-19 06:12:22+00:00,"((0, 209, 'FRENCH', 'fr'),)",[{'translation_text': 'It should be recalled that the existing legal measures apply to persons returning from Jihad. It is wrong to say that TPMs are necessary to resolve this case.'}]
746,"2/2 Nous éviterons aussi de donner une victoire au terrorisme en restreignant de manière exagérée nos libertés et nos droits fondamentaux.
ParlCH MPT MesuresPolicieres",2020-06-18 15:13:51+00:00,"((0, 172, 'FRENCH', 'fr'),)",[{'translation_text': '2/2 We will also avoid giving a victory to terrorism by unduly restricting our fundamental rights and freedoms.'}]
747,"1/2 Pour lutter efficacement contre le terrorisme sans risques de violer la Convention Européennes des Droits Humains et la Convention des Nations Unies sur les droits de l'enfant, les vert'libéraux vous invitent à refuser l'entrée en matière.
ParlCH MPT MesuresPolicieres",2020-06-18 15:13:22+00:00,"((0, 277, 'FRENCH', 'fr'),)","[{'translation_text': '1/2 In order to effectively combat terrorism without risk of violating the European Convention on Human Rights and the UN Convention on the Rights of the Child, the Liberal Greens invite you to refuse entry into the field.'}]"
748,"Lorsque Swisstraffic répond que la protection des données est importante pour eux et qu'ils livrent une photo avec des visages reconnaissables à un journal, c'est pas surprenant ? 
 protectiondesdonnees",2020-06-18 06:49:10+00:00,"((0, 205, 'FRENCH', 'fr'),)","[{'translation_text': ""When Swisstraffic replies that data protection is important to them and that they deliver a photo with faces recognizable to a newspaper, it's not surprising?""}]"
749,Heureux de voir s'approcher le retour au Palais fédéral ParlCH,2020-06-17 16:02:26+00:00,"((0, 64, 'FRENCH', 'fr'),)",[{'translation_text': 'Happy to see the return to the Federal Palace ParlCH'}]
750,C'est étrange quand le  ne soutient pas des conditions environnementales...(vote sur la minorité Fischer),2020-06-15 17:05:33+00:00,"((0, 107, 'FRENCH', 'fr'),)","[{'translation_text': ""It's strange when it doesn't support environmental conditions... (vote on the Fischer minority)""}]"
751,"Une chose est sûre: ignorer notre impact sur le climat et rester sans rien entreprendre aura des conséquences sur notre société et notre économie qui feront passer la crise du Covid-19 pour une « crisounette ».
ParlCH CO2Gesetz",2020-06-10 10:03:42+00:00,"((0, 234, 'FRENCH', 'fr'),)","[{'translation_text': 'One thing is certain: ignoring our impact on the climate and staying without undertaking anything will have consequences for our society and our economy that will make the Covid-19 crisis look like a ""quick"". ParlCH CO2Gesetz'}]"
752,La digitalisation des crèches...bien raisonnable ? A quand les caméras embarquées et le reporting automatique de l'activité...,2020-06-08 20:43:03+00:00,"((0, 130, 'FRENCH', 'fr'),)",[{'translation_text': 'The digitalization of the crèches...very reasonable? When the cameras on board and the automatic reporting of the activity...'}]
754,"2/2 ParlCH KFOR swisscoy, et ceux qui veulent retirer le contingent car on a rien à faire à l'étranger, malgré l'intérêt de la Suisse à avoir une situation stable au Kosovo",2020-06-04 12:36:07+00:00,"((0, 179, 'FRENCH', 'fr'),)","[{'translation_text': ""2/2 ParlCH KFOR swisscoy, and those who want to withdraw the contingent because there is nothing to do abroad, despite Switzerland's interest in having a stable situation in Kosovo""}]"
755,"1/2 ParlCH KFOR swisscoy, il y a décidément deux types de discours hors des réalités. Ceux qui veulent retirer le contingent sous prétexte que l'aide civile suffit, malgré la situation tendue",2020-06-04 12:35:49+00:00,"((0, 197, 'FRENCH', 'fr'),)","[{'translation_text': '1/2 ParlCH KFOR swisscoy, there are definitely two types of speech out of reality. Those who want to withdraw the contingent on the pretext that civil aid is enough, despite the tense situation'}]"
756,Ce n'est pas parce que certains font des idioties qu'il faut faire les mêmes. Le devoir de confidentialité s'applique aussi pour les commission où l'on ne siège pas!,2020-05-29 20:04:36+00:00,"((0, 169, 'FRENCH', 'fr'),)",[{'translation_text': 'It is not because some people make fools that one must do the same. The duty of confidentiality also applies to commissions where one does not sit!'}]
757,Mais le tweet a été retiré et cela reste maladroit de participer à une rupture de confidentialité ! Avis strictement personnel !,2020-05-29 06:32:36+00:00,"((0, 133, 'FRENCH', 'fr'),)",[{'translation_text': 'But the tweet has been removed and it remains awkward to participate in a breach of confidentiality! Strictly personal notice!'}]
758,"Ah, je croyais qu'un collaborateur personnel devait respecter la confidentialité des commission, et en particulier ne pas communiquer avant le CP officiel !",2020-05-29 06:27:10+00:00,"((0, 157, 'FRENCH', 'fr'),)","[{'translation_text': 'Ah, I thought a personal collaborator had to respect the confidentiality of the commissions, and in particular not communicate before the official CP!'}]"
759,Oui mais ce n'est pas un problème de carte permanente ou journalière...,2020-05-28 20:47:26+00:00,"((0, 73, 'FRENCH', 'fr'),)","[{'translation_text': ""Yes, but it's not a permanent or daily card problem...""}]"
760,Les cartes permanentes sont transparentes...la liste de ces cartes est disponible. Contrairement aux entrées journalières!,2020-05-28 20:33:33+00:00,"((0, 124, 'FRENCH', 'fr'),)",[{'translation_text': 'Permanent cards are transparent... the list of these cards is available. Unlike daily entries!'}]
761,c'est parti...,2020-05-28 17:07:26+00:00,"((0, 14, 'Unknown', 'un'),)",NA
763,"Voilà, voilà...liberte",2020-05-23 18:13:33+00:00,"((0, 24, 'Unknown', 'un'),)",NA
764,Quand le parlement télé-commissionne...GCVD,2020-05-20 14:17:55+00:00,"((0, 45, 'Unknown', 'un'),)",NA
765,🤬,2020-05-17 09:40:20+00:00,(),NA
767,Et précisons que nous ne pouvons pas considérer l' comme une ONG...,2020-05-04 18:43:59+00:00,"((0, 69, 'FRENCH', 'fr'),)","[{'translation_text': ""And let's make it clear that we can't consider the NGO...""}]"
768,"Nous pouvons regarder l'avenir avec confiance, et même si la peur est un réflexe souvent salvateur, nous savons tous qu'elle finit par être mauvaise conseillère. Il est grand temps de la laisser sur le bord du chemin. parlCH COVID19",2020-05-04 09:42:29+00:00,"((0, 236, 'FRENCH', 'fr'),)","[{'translation_text': 'We can look at the future with confidence, and even though fear is often a saving reflex, we all know that it ends up being a bad advisor. It is high time to leave it on the edge of the way. parlCH VOCID19'}]"
770,"Personnellement je préfère le pain de mon boulanger, la viande de mon boucher, le fromage de mon fromager et la salade de mon maraîcher...",2020-04-28 07:08:22+00:00,"((0, 141, 'FRENCH', 'fr'),)","[{'translation_text': 'Personally I prefer the bread of my baker, the meat of my butcher, the cheese of my cheese maker and the salad of my market gardener...'}]"
771,"Un peu facile non, j'imagines que vous maîtrisez pour distribuer des points!",2020-04-27 19:39:11+00:00,"((0, 77, 'FRENCH', 'fr'),)","[{'translation_text': ""A little easy, no, I imagine you're mastering to distribute points!""}]"
772,Tout est question de point de vue...,2020-04-26 20:02:16+00:00,"((0, 36, 'ENGLISH', 'en'),)",NA
773,"Les coiffeuses et coiffeurs reprennent demain, bravo. En majorité sous le format indépendant, c'est en vous qu'habite le vrai esprit libéral...COVID19 constructeurdavenir",2020-04-26 19:50:47+00:00,"((0, 173, 'FRENCH', 'fr'),)","[{'translation_text': 'The hairdressers resume tomorrow, bravo. Mostly in the independent format, it is within you that the true liberal spirit dwells...COVID19 constructor of the future'}]"
774,Comme cela nous entrerons par osmose dans le modèle sécuritaire et liberticide chinois...sans moi!,2020-04-23 09:22:26+00:00,"((0, 100, 'FRENCH', 'fr'),)",[{'translation_text': 'So we will enter by osmosis into the Chinese security and liberticide model...without me!'}]
775,"Rrecherches de solutions, il y en a qui innovent... Covid19 retouralecole",2020-04-23 04:38:35+00:00,"((0, 73, 'Unknown', 'un'),)",NA
776,Il faut surtout s'assurer qu'il n'y a pas de restrictions de liberté si on ne l'utilise pas l'app...et attention à la pression sociale!,2020-04-22 20:05:43+00:00,"((0, 137, 'FRENCH', 'fr'),)","[{'translation_text': 'Above all, we must make sure that there are no restrictions on freedom if we do not use the app... and pay attention to social pressure!'}]"
777,"Après Covid19, réfléchissons où nous voulons aller!",2020-04-21 09:52:35+00:00,"((0, 55, 'FRENCH', 'fr'),)","[{'translation_text': ""After Covid19, let's think where we want to go!""}]"
778,"Sur le rapport de force entre économie et santé, nous ne sommes évidemment pas d'accord, mais ce n'est pas surprenant ;-)",2020-04-19 16:19:15+00:00,"((0, 124, 'FRENCH', 'fr'),)","[{'translation_text': 'On the balance of power between economics and health, we obviously do not agree, but it is not surprising ;-)'}]"
779,"Il fat dire qu'annoncer une posture de refus aussi franche alors qu'il reste 21 jours pour analyser l'évolution et trouver des solutions, c'est un peu caricatural, non ?",2020-04-19 16:09:04+00:00,"((0, 170, 'FRENCH', 'fr'),)","[{'translation_text': 'He has to say that announcing such a frank rejection posture while there are 21 days left to analyze evolution and find solutions, is a bit caricatural, right?'}]"
780,"J'ai posé une question, il n'y a aucune affirmation dans mon tweet!",2020-04-19 15:58:11+00:00,"((0, 68, 'FRENCH', 'fr'),)","[{'translation_text': 'I asked a question, there is no statement in my tweet!'}]"
781,"C'est étrange, je n'ai entendu aucune coiffeuse (ou coiffeur) se plaindre de pouvoir reprendre le travail normalement (ou presque) alors que le syndicat des enseignants...Quelqu'un peut m'expliquer ? Covid19 Lockdown",2020-04-19 15:03:26+00:00,"((0, 217, 'FRENCH', 'fr'),)","[{'translation_text': ""It's strange, I didn't hear any hairdresser (or hairdresser) complaining about being able to return to work normally (or almost) while the teacher union... can anyone explain to me? Covid19 Lockdown""}]"
782,"Ouf, enfin des voix critiques:
""Il faut prendre conscience que la défense de la vie privée n’a aucun sens si elle n’est pas couplée avec la défense des libertés individuelles, l’égalité de traitement et l’égalité des chances."" corona tracingApp",2020-04-18 08:36:44+00:00,"((0, 261, 'FRENCH', 'fr'),)","[{'translation_text': 'Uf, finally, critical voices: ""It must be realized that the defence of privacy has no meaning if it is not coupled with the defence of individual freedoms, equal treatment and equal opportunities."" corona tracingApp'}]"
783,"Un peu d'esprit critique au sujet de la mode des ""Tracing Apps"" par Solange Ghernaouti, TracingApps SolangeGhernaouti",2020-04-14 05:39:07+00:00,"((0, 117, 'Unknown', 'un'),)",NA
784,Il faut aussi écouter les voix critiques face à ces application de tracing. Et surtout ne pas être naïf au point de considérer qu'elles seront utilisées de manière provisoire. tracingapp surveillance,2020-04-13 06:02:18+00:00,"((0, 206, 'FRENCH', 'fr'),)",[{'translation_text': 'We must also listen to critical voices in the face of these tracing applications. And above all not be naive to the point of considering that they will be used provisionally. tracingapp surveillance'}]
786,"Wouaw...
Jupiter Hymn (from ""The Planets"") Gustav Holst/johan De Meij de Johan de Meij  NowPlaying",2020-04-07 14:36:14+00:00,"((0, 98, 'Unknown', 'un'),)",NA
787,"Quand je lis:
Stefan Oberlin explique: «Un espace privé peut devenir public. Lorsque le propriétaire invite d'autres personnes pour une fête, il ouvre son espace privé qui devient ainsi public. Dans ce cas, nous pouvons amender.»
Je crains pour l'avenir!
2/2",2020-04-07 07:14:50+00:00,"((0, 264, 'FRENCH', 'fr'),)","[{'translation_text': 'When I read: Stefan Oberlin explains: ""A private space can become public. When the owner invites others for a party, he opens his private space which thus becomes public. In this case, we can amend."" I fear for the future! 2/2'}]"
788,"D'accord qu'il faut respecter les consignes, mais bienvenu dans la violation crasse de la sphère privée...coronavirus



1/2",2020-04-07 07:13:54+00:00,"((0, 126, 'FRENCH', 'fr'),)","[{'translation_text': 'All right, we have to follow the instructions, but welcome in the filthy violation of the private sphere...coronavirus 1/2'}]"
790,"Et l'État de New York, loin devant...mon objectif est de faire remarquer que ce type de chiffres est difficile à analyser...",2020-04-05 18:23:41+00:00,"((0, 126, 'FRENCH', 'fr'),)","[{'translation_text': 'And the state of New York, far ahead of... my goal is to point out that this type of figure is difficult to analyze...'}]"
791,"Comparer une interdiction générale d'exercer avec l'interdiction de produire des biens dangereux...c'est un raccourci critiquable, non?",2020-04-04 09:42:56+00:00,"((0, 137, 'FRENCH', 'fr'),)","[{'translation_text': ""Comparing a general ban on the use of dangerous goods with a ban on the production of dangerous goods is a critical shortcut, isn't it?""}]"
792,"L'après coronavirus, à voir comme une opportunité de changement...mais ne tombons ni dans l'étatisation ni dans le populisme",2020-04-04 08:50:57+00:00,"((0, 128, 'FRENCH', 'fr'),)","[{'translation_text': ""The post-coronavirus, to be seen as an opportunity for change... but let's not fall into stateization or populism""}]"
793,"Attention aux données, aux chiffres et aux informations. La Hollande et la Belgique sont aussi devant la Suisse...",2020-04-04 07:44:43+00:00,"((0, 115, 'FRENCH', 'fr'),)","[{'translation_text': 'Attention to data, figures and information. Holland and Belgium are also in front of Switzerland...'}]"
794,"C'est pour cela qu'il faut réfléchir à la suite, si les actions actuelles ne font que retarder les faillites de quelques mois, nous aurons perdu!",2020-03-31 04:30:32+00:00,"((0, 148, 'FRENCH', 'fr'),)","[{'translation_text': ""That's why we have to think about it later, if the current actions only delay the bankruptcy by a few months, we will have lost!""}]"
796,J'ai un rouleau...,2020-03-29 12:20:08+00:00,"((0, 18, 'Unknown', 'un'),)",NA
797,Bricolage pour les sportifs en manque...COVID19,2020-03-28 18:07:22+00:00,"((0, 47, 'Unknown', 'un'),)",NA
799,"On comprend l'urgence de la situation, mais on va jusqu'où avant la dérive totalitaire ? COVID2019",2020-03-25 17:36:12+00:00,"((0, 100, 'Unknown', 'un'),)",NA
800,"L'introduction d'un crédit sans intérêt pour les PME est précieuse. Merci au CF, à l'administration, à la BNS et aux banques. Il faut maintenant examiner les conditions d'une renonciation totale ou partielle des crédits contractés durant l'interdiction d'exercer. COVID2019",2020-03-25 15:43:05+00:00,"((0, 72, 'FRENCH', 'fr'), (72, 209, 'Unknown', 'un'))","[{'translation_text': 'The introduction of an interest-free credit for SMEs is valuable. Thanks to the CF, the administration, the SNB and the banks. We must now examine the conditions for a total or partial waiver of the credits contracted during the ban. VOCID2019'}]"
801,"On va être raisonnable, rouleau avec vue coronaviris StayHome",2020-03-21 14:16:06+00:00,"((0, 62, 'FRENCH', 'fr'),)","[{'translation_text': ""We're gonna be reasonable, roll with coronaviris view StayHome""}]"
802,"Bravo, le CF approuve des mesures importantes pour les PME et les indépendants, conformément aux propositions des  Il est important que ces mesures puissent être utilisées rapidement et de manière non bureaucratique.covid19.",2020-03-20 14:51:40+00:00,"((0, 229, 'FRENCH', 'fr'),)","[{'translation_text': 'Bravo, the CF approves important measures for SMEs and self-employed, in accordance with the proposals of the It is important that these measures can be used quickly and in a non-bureaucratic manner.covid19.'}]"
804,Nous devons faire savoir aux indépendants et aux PME que nous les soutenons de manière forte !,2020-03-19 14:40:44+00:00,"((0, 96, 'FRENCH', 'fr'),)",[{'translation_text': 'We need to let the self-employed and SMEs know that we strongly support them!'}]
805,"Le coronavirus n'est pas le seul danger qui peut se réveiller, il est clair qu'en ce moment les FA/18 et les chars sont peu utiles, mais que nous réserve l'avenir ?",2020-03-17 13:47:10+00:00,"((0, 166, 'FRENCH', 'fr'),)","[{'translation_text': 'Coronavirus is not the only danger that can wake up, is it clear that at the moment FA/18 and tanks are not useful, but what does the future hold for us?'}]"
806,Il est l'heure de s'unir contre l'adversité et de se rappeler la devise de notre pays.,2020-03-16 17:55:31+00:00,"((0, 87, 'FRENCH', 'fr'),)",[{'translation_text': 'It is time to unite against adversity and remember the motto of our country.'}]
807,Cela nous démontre qu'une ressource disponible comme l'armée est une nécessité !,2020-03-16 16:40:37+00:00,"((0, 84, 'FRENCH', 'fr'),)",[{'translation_text': 'This shows us that an available resource like the army is a necessity!'}]
808,"coronavirus, montrons que nous sommes sérieux, c'est le seul moyen de passer cette situation !",2020-03-16 16:39:20+00:00,"((0, 95, 'FRENCH', 'fr'),)","[{'translation_text': ""Coronavirus, let's show that we're serious, that's the only way to get through this situation!""}]"
809,"Inutile de faire des réserves excessives, les distributeurs ont la situation sous contrôle...",2020-03-16 10:44:37+00:00,"((0, 95, 'FRENCH', 'fr'),)","[{'translation_text': 'No need to make excessive reserves, distributors have the situation under control...'}]"
811,On part en 3ème semaine...deux interventions à préparer ce week-end.,2020-03-13 16:46:03+00:00,"((0, 71, 'FRENCH', 'fr'),)","[{'translation_text': ""We're leaving in the third week... two interventions to prepare this weekend.""}]"
812,"ParlCH, initiative pour interdire le financement des armes de guerre. Inapplicable et ce n'est pas avec cela qu'on va atteindre les objectifs des initiants.",2020-03-11 15:27:21+00:00,"((0, 156, 'FRENCH', 'fr'),)","[{'translation_text': 'ParlCH, an initiative to ban the financing of weapons of war. Inapplicable and it is not with this that we will achieve the objectives of the initiates.'}]"
813,"Merci pour votre pédanterie, c'est votre calcul qui m'intéresse pas la méthode!",2020-03-09 17:22:24+00:00,"((0, 82, 'FRENCH', 'fr'),)","[{'translation_text': ""Thank you for your pedantry, it's your calculation that I'm not interested in the method!""}]"
814,"Et leur calcul, quelqu'un peu l'expliciter?",2020-03-09 12:40:35+00:00,"((0, 43, 'FRENCH', 'fr'),)","[{'translation_text': 'What about their calculation, someone who can explain it?'}]"
815,J'ai soutenu le contre-projet du CN qui est considéré comme un bon compromis par les initiant eux-mêmes. Je suis tranquille avec ma conscience! Pour le reste la majorité du groupe vert'libéral a soutenu l'initiative lors du vote...moi pas!,2020-03-07 09:43:34+00:00,"((0, 244, 'FRENCH', 'fr'),)","[{'translation_text': ""I supported CN's counter-project which is considered a good compromise by the initiates themselves. I am calm with my conscience! For the rest, the majority of the Green Liberal Group supported the initiative in the vote...I am not!""}]"
816,Et les objectifs des initiant (au demeurant louable) ne seront pas atteint. En bref la Suisse se sera lavé les mains....,2020-03-07 09:33:39+00:00,"((0, 121, 'FRENCH', 'fr'),)","[{'translation_text': 'And the objectives of the initiators (almost commendable) will not be achieved. In short, Switzerland will have washed its hands....'}]"
817,Nous allons imposer le droit suisse à l'étranger...nous allons instaurer principe de l'invertion du fardeau de la preuve...les entreprises suisses vont simplement quitter le marché (ou notre pays)...,2020-03-07 09:31:30+00:00,"((0, 202, 'FRENCH', 'fr'),)",[{'translation_text': 'We will impose Swiss law abroad...we will establish principle of inverting the burden of proof...Swiss companies will simply leave the market (or our country)...'}]
818,Le problème essentiel c'est l'unvertion du fardeau de la preuve. A-t-on bientôt demander aux automobilistes d'apporter la preuve qu'ils respectent les limitations de vitesse sous peine d'amende?,2020-03-07 08:59:56+00:00,"((0, 196, 'FRENCH', 'fr'),)",[{'translation_text': 'The main problem is averting the burden of proof. Are motorists being asked to prove that they are complying with speed limits under penalty of a fine?'}]
819,"ParlCH, protection des données ou le micmac politique...on doit inventer une nouvelle notion parce que certains n'on pas voulu de l'accord exprès du profilage !",2020-03-05 09:03:58+00:00,"((0, 162, 'FRENCH', 'fr'),)","[{'translation_text': 'ParlCH, data protection or political micmac... we have to invent a new concept because some people do not want the express agreement of profiling!'}]"
820,Le conseil National poursuit un contre-projet indirecte qui satisfait les initiants. En cas de votation on expliquera pourquoi cette initiative est un acte néo-colonialiste.,2020-03-04 16:04:52+00:00,"((0, 174, 'FRENCH', 'fr'),)",[{'translation_text': 'The National Council pursues an indirect counter-project that satisfies the initiates. In the event of a vote we will explain why this initiative is a neo-colonialist act.'}]
821,"Contrôle des investissements étrangers par l'État, voilà un sacré attaque à l'esprit libéral de notre pays! Quelle horreur...ParlCH",2020-03-03 10:04:24+00:00,"((0, 138, 'FRENCH', 'fr'),)","[{'translation_text': 'Controlling foreign investment by the state, this is a hell of an attack on the liberal spirit of our country! What a horror...ParlCH'}]"
822,J'ai toujours dit que l'anti-viral le plus efficaces est un coup de chasselas mais personne ne veut me croire! C'est peut-être le moment de faire des tests cliniques...;-),2020-02-28 18:19:57+00:00,"((0, 172, 'FRENCH', 'fr'),)","[{'translation_text': ""I've always said that the most effective anti-viral is a shot of huntlas but no one wants to believe me! This is perhaps the time to do clinical tests...;-)""}]"
823,La session sera un peu triste...ParlCH,2020-02-28 17:51:04+00:00,"((0, 38, 'Unknown', 'un'),)",NA
824,"Des résultats même après mon départ pour Bern....GCVD
L’État va lutter contre le gaspillage alimentaire",2020-02-28 17:47:13+00:00,"((0, 110, 'FRENCH', 'fr'),)",[{'translation_text': 'Results even after I left for Bern....GCVD State will fight against food waste'}]
826,Argl...on en a encore beaucoup des problèmes comme celui-ci. N'y a-t-il vraiment pas d'autres solutions qu'un exil forcé de 10 ans?,2020-02-26 06:58:49+00:00,"((0, 133, 'FRENCH', 'fr'),)",[{'translation_text': 'Argl... we still have a lot of problems like this. Is there really no other solution than a ten-year-old forced exile?'}]
827,"Plus de 4 heures de retard et pour finir des départs au clapet, dommage de n'avoir pas su offrir des conditions de compétition à la hauteur des sacrifices de tous ces jeunes pour l'athlétisme! Et heureusement que le ridicule ne tue pas, il y aurait eu des morts...",2020-02-23 17:26:50+00:00,"((0, 268, 'FRENCH', 'fr'),)","[{'translation_text': 'More than 4 hours late and to finish departures to the valve, a pity to have not been able to offer conditions of competition to the height of the sacrifices of all these young people for athletics! And fortunately that the ridiculous does not kill, there would have been dead...'}]"
828,Un jour de vacances en moins pour aller à la séance de groupe...:-(,2020-02-21 06:53:29+00:00,"((0, 69, 'FRENCH', 'fr'),)",[{'translation_text': 'One less holiday day to go to the group session...:-('}]
829,"Interventionnisme de l'état...l'intention du discours en fin d'interview c'est ""l'état doit prendre en charge l'éducation de l'enfant"" ou j'ai mal compris. Bienvenu chez Orwell!",2020-02-14 06:09:56+00:00,"((0, 180, 'FRENCH', 'fr'),)","[{'translation_text': 'Interventionism of the state... the intention of the speech at the end of the interview is ""the state must take care of the child\'s education"" or I misunderstood. Welcome to Orwell!'}]"
830,La campagne commence maintenant et les enjeux sont grands...bilateralesoui aucoeurdeleurope,2020-02-12 07:33:57+00:00,"((0, 91, 'FRENCH', 'fr'),)",[{'translation_text': 'The campaign is now starting and the stakes are great...'}]
831,"La course entre taxe et subvention, c'est un peu la course entre voleurs et policiers...et si on remettait les chose à plat?",2020-02-08 13:47:04+00:00,"((0, 125, 'FRENCH', 'fr'),)",[{'translation_text': 'The race between tax and subsidy is a bit of a race between thieves and police... what if we put things down?'}]
832,Bon en même temps ce sont les présidents de parti...,2020-02-06 06:44:27+00:00,"((0, 54, 'FRENCH', 'fr'),)","[{'translation_text': ""Well, at the same time, it's party presidents...""}]"
833,Ma motion tranformée en postulat pour pacifier les conflits entre rénovation énergétique et préservation du patrimoine passe à l'unanimité moins un contre et une abstention...merci GCVD.,2020-02-04 17:12:22+00:00,"((0, 193, 'FRENCH', 'fr'),)",[{'translation_text': 'My motion transformed into a postulate to pacify the conflicts between energy renewal and heritage preservation is unanimously passed less one counter and one abstention...thank you GCVD.'}]
835,24janvier des  au  tradition et progressisme...,2020-01-24 18:56:04+00:00,"((0, 47, 'FRENCH', 'fr'),)",[{'translation_text': 'January 24th of tradition and progressism...'}]
836,"C'est toujours bien quand une interpellation a un impact aussi important. Bon la réponse a mis du temps...

GCVD",2020-01-17 06:11:01+00:00,"((0, 113, 'FRENCH', 'fr'),)","[{'translation_text': ""It's always good when an inquiry has such an important impact. Well, the answer took time...""}]"
837,Bravo aux JOJ2020 pour sa politique de transport! Mais il faudra dire à M. Curchod que le train ce n'est pas de la mobilité douce!,2020-01-15 06:58:13+00:00,"((0, 132, 'FRENCH', 'fr'),)",[{'translation_text': 'Congratulations to the OJJ2020 for its transport policy! But you will have to tell Mr Curchod that the train is not soft mobility!'}]
