,tweets,time,language,translated_tweets
622,"Klar, und bezahlen tun es ja dann Andere ...",2021-05-07 07:45:12+00:00,"((0, 44, 'GERMAN', 'de'),)","Sure, and pay for it then others ..."
623,Also jetzt überholt die  sogar noch die grün lackierten Sozialisten!,2021-05-07 06:52:18+00:00,"((0, 70, 'GERMAN', 'de'),)",So now even the green painted socialists overtake them!
624,"... und diese Meldung der NZZ verdirbt mir den Tag endgültig! Schweizer, erwachet!",2021-05-07 06:49:30+00:00,"((0, 83, 'GERMAN', 'de'),)","... and this NZZ report spoils my day for good! Swiss, Awake!"
625,In den ersten paar Stunden des neuen Jahres bläst China mehr raus als die Schweiz das ganze Jahr!,2021-05-07 06:45:19+00:00,"((0, 98, 'GERMAN', 'de'),)","In the first few hours of the new year, China blows out more than Switzerland does all year round!"
626,Das C02-Gesetz sinnbildlich erklärt: Die FDP im Schlepptau von rot-grün!,2021-05-06 15:34:42+00:00,"((0, 74, 'GERMAN', 'de'),)",The C02 law symbolically explains: The FDP in tow of red-green!
627,Besser kann man die aktuelle Lage der  beim CO2-Gesetz nicht erklären: Im Schlepptau der Grün/Roten ...,2021-05-06 15:30:17+00:00,"((0, 105, 'GERMAN', 'de'),)",You can't explain the current situation of the CO2 Act better: In the tow of the green/red ...
628,Mein Austritt ist nicht schmerzhaft - aber es wird Massenaustritte geben!,2021-05-06 06:02:12+00:00,"((0, 73, 'GERMAN', 'de'),)",My exit is not painful - but there will be mass exits!
629,Der TCS ist also für höhere Benzinpreise ...  ich habe meine Mitgliedschaft umgehend gekündigt!,2021-05-05 14:31:01+00:00,"((0, 98, 'GERMAN', 'de'),)",So the TCS is for higher fuel prices ... I immediately cancelled my membership!
630,Das trifft zwar zu - aber bezahlen müssen es trotzdem die Mieter !,2021-05-05 10:52:29+00:00,"((0, 67, 'GERMAN', 'de'),)",This is true - but the tenants still have to pay it !
631,Armleuchter werden geblockt!,2021-05-05 08:43:50+00:00,"((0, 28, 'GERMAN', 'de'),)",Armlamps are being blocked!
632,... und wer hat den kleinen Sean gefragt?,2021-05-04 14:28:32+00:00,"((0, 41, 'GERMAN', 'de'),)",... and who asked little Sean?
633,Die linken Hühner feiern Euch ...,2021-05-04 10:22:19+00:00,"((0, 34, 'GERMAN', 'de'),)",The left chickens celebrate you ...
634,"Sam .... die Antifa liebt Dich ... meines Erachtens ein Grund, Dir ernsthaft Sorgen zu machen!",2021-05-04 10:21:09+00:00,"((0, 94, 'GERMAN', 'de'),)",Sam .... the Antifa loves you ... in my opinion a reason to seriously worry!
635,"Frauchiger, Du bist nicht gefragt!",2021-05-04 09:24:56+00:00,"((0, 34, 'GERMAN', 'de'),)","Frauchiger, you're not in demand!"
636,"Ich bin längst für eine Halbierung des Gehaltes! Mache gerne einen Vorstoss - Du musst dank nur schauen, dass Deine linksgrünalternativen Supporter den Vorstoss auch annehmen ...",2021-05-03 07:13:34+00:00,"((0, 181, 'GERMAN', 'de'),)",I am long ago for a halving of the salary! Like to make a push - you just have to see that your left-greenalternative supporters also accept the push ...
637,"So grosse Töne spucken Sie wohl nur anonym, Sie kleiner, erbärmlicher Feigling!",2021-05-02 19:46:41+00:00,"((0, 81, 'GERMAN', 'de'),)","So big sounds you only spit anonymously, you little, pathetic coward!"
638,Gestern 1. Mai-Kundgebung in Aarau -   das Grüpplein der sieben Aufrechten  Gehen der  die Leute aus oder sind Gewerkschafter nicht wetterfest? (Screenshot aus Sendung Aktuell von TeleM1),2021-05-02 12:13:26+00:00,"((0, 188, 'GERMAN', 'de'),)",Yesterday 1st May rally in Aarau - the little group of the seven uprights going out of the people or are trade unionists not weatherproof? (Screenshot from broadcast news by TeleM1)
639,Bei Deinen teils kruden Ansichten könnte ja gut auch ein anderer Grund vorliegen ...,2021-05-01 20:59:36+00:00,"((0, 85, 'GERMAN', 'de'),)",With your partly crooked views there might well be another reason ...
640,"Woher sollte ich wissen, dass Du Legastheniker bist?",2021-05-01 20:24:22+00:00,"((0, 52, 'GERMAN', 'de'),)",How was I supposed to know you were a dyslexia?
641,"Ein Ingenieur, welcher nicht mal die elementarsten Grundregeln der Rechtschreibung beherrscht ... wird das im Studium nicht mehr verlangt?",2021-05-01 08:05:45+00:00,"((0, 138, 'GERMAN', 'de'),)",An engineer who doesn't even master the most basic principles of spelling ... is that no longer required in his studies?
642,"Seit ich Dich kenne, bist Du als SVP-ler praktisch immer gegen die SVP! Wirst Du eigentlich vom Gegner bezahlt - oder macht es Dir einfach Freude, den Nestbeschmutzer zu spielen und uns dauernd ans Bein zu pinkeln?",2021-04-30 19:39:18+00:00,"((0, 214, 'GERMAN', 'de'),)","Since I've known you, as an SVP-ler, you are practically always against the SVP! Are you actually paid by the opponent - or do you just enjoy playing the nest-danger and peeing on our legs all the time?"
643,"Hat ja auch Jeder vor der Haustür .... und nein, diese Installationen kosten fast nichts ...",2021-04-30 19:19:00+00:00,"((0, 93, 'GERMAN', 'de'),)","Has everyone on the doorstep .... and no, these installations cost almost nothing ..."
644,"Die Bevölkerung Afrikas wächst alle 12 Tage um eine Million Menschen an! Die 1.5 Millionen Menschen, welche Europa im 2015 mit verheerenden Folgen für das Sozialwesen, die Sicherheit und das Zusammenleben aufgenommen hat, waren also  in 18 Tagen nachgeboren ...",2021-04-30 18:48:52+00:00,"((0, 264, 'GERMAN', 'de'),)","The population of Africa is growing by one million people every 12 days! So the 1.5 million people, which Europe took up in 2015 with devastating consequences for the social system, security and cohabitation, were born in 18 days after ..."
645,Natürlich verbraucht ein Mensch im Lehmhüttchen in Afrika nicht gleich viel CO2 wie in der Schweiz ... (nur schon wegen der nicht vorhandenen Ölheizung),2021-04-30 18:33:54+00:00,"((0, 155, 'GERMAN', 'de'),)","Of course, a person in the clay hut in Africa does not consume as much CO2 as in Switzerland ... (only because of the lack of oil heating)"
646,Das ist eine - gelinde gesagt - sehr abenteuerliche Interpretation von Ihnen ...,2021-04-30 18:01:04+00:00,"((0, 80, 'GERMAN', 'de'),)",This is - to say the least - a very adventurous interpretation of you ...
647,Ich werde das Gesetz voraussichtlich ablehnen,2021-04-30 18:00:05+00:00,"((0, 45, 'GERMAN', 'de'),)",I'll probably reject the law
648,Wer hat Couchepin je ernst genommen?,2021-04-30 17:53:33+00:00,"((0, 36, 'GERMAN', 'de'),)",Who's ever taken Coffepin seriously?
649,"Also wenn der CO2-Ausstoss der Menschen massgeblich verantwortlich für die Klimaerwärmung sein soll, dann macht eine Zuwanderung von 1 Mio Menschen in 13 Jahren wohl einen erheblichen Anteil aus!",2021-04-30 17:29:26+00:00,"((0, 197, 'GERMAN', 'de'),)","So if the CO2 emissions of people are to be significantly responsible for global warming, then immigration of 1 million people in 13 years probably represents a significant proportion!"
650,Echte Linke und Hardcore-Sozialisten finden immer einen Zusammenhang mit den von ihnen verhätschelten Asylbetrügern,2021-04-30 12:09:19+00:00,"((0, 117, 'GERMAN', 'de'),)",Real leftists and hardcore socialists always find a connection with the asylum fraudsters they have played
651,Das haben wir doch in gewissen Städten längst! Nur etwas eleganter verpackt ...,2021-04-30 09:42:35+00:00,"((0, 81, 'GERMAN', 'de'),)",We've been doing this in certain cities for a long time! Just a little more elegantly packaged ...
652,Der Mieterverband ist ultralinks - deshalb wird er niemals gegen das CO2- Gesetz antreten - auch wenn es für die Mieter nachweislich höhere Kosten zur Folge hat ...,2021-04-29 21:18:07+00:00,"((0, 166, 'GERMAN', 'de'),)",The tenant association is ultralinks - therefore it will never fight against the CO2 law - even if it has proven to have higher costs for the tenants ...
653,"Was sind Sie für ein Ignorant - wieso unterstellen Sie mir, nichts vom Mietrecht zu verstehen? Wie kommen Sie darauf? Immerhin mache ich seit bald 30 Jahren Liegenschaftsverwaltungen ...",2021-04-29 19:38:56+00:00,"((0, 187, 'GERMAN', 'de'),)","What kind of ignorance are you - why do you suggest I don't understand the rental right? How do you think? After all, I've been doing real estate administration for almost 30 years..."
654,Dieser Inhalt ist strafbar!,2021-04-29 15:59:21+00:00,"((0, 27, 'GERMAN', 'de'),)",This content is punishable!
655,Bin auch Vermieter - und wie die absolute Mehrheit der Vermieter gehe ich anständig mit meinen Mietern um!,2021-04-29 12:46:50+00:00,"((0, 107, 'GERMAN', 'de'),)",Am also landlord - and like the absolute majority of landlords I handle decently with my tenants!
656,"Keineswegs: Wenn bei einer ansonsten intakten und noch längst nicht amortisierten Heizungsanlage der Brenner ausfällt, darf dieser nicht mehr ersetzt werden. Dies bedingt den Ersatz der gesamten Anlage - meist sogar auch der Radiatoren durch Bodenheizungen - das wird sehr teuer!",2021-04-29 10:39:55+00:00,"((0, 281, 'GERMAN', 'de'),)","Not at all: If the burner fails with an otherwise intact and far from amortized heating system, it must not be replaced any more. This requires the replacement of the entire system - usually even the radiators with floor heating - that will be very expensive!"
657,Denk ich an Deutschland in der Nacht ...,2021-04-29 08:52:05+00:00,"((0, 40, 'GERMAN', 'de'),)",I think of Germany at night ...
658,"Und ich muss lachen, wenn Sie „widerspricht“ mit „ie“ schreiben ...",2021-04-29 08:24:39+00:00,"((0, 75, 'GERMAN', 'de'),)","And I have to laugh when you ""reciprocates"" with ""ie"" writing ..."
659,Der Titel ist vom Blick - nicht von mir!,2021-04-29 08:23:43+00:00,"((0, 40, 'GERMAN', 'de'),)",The title is from the look - not from me!
660,"Der Nachrichtendienst des Bundes verzeichnete in seinem aktuellsten Bericht für das Jahr 2019 insgesamt 207 «linksextreme Ereignisse», dagegen standen 29 «rechtsextreme Ereignisse».",2021-04-29 06:17:12+00:00,"((0, 186, 'GERMAN', 'de'),)","The Federal Intelligence Service recorded a total of 207 «extreme events» in its most recent report for 2019, while 29 «extreme events» stood against it."
661,"Der Nachrichtendienst des Bundes verzeichnete in seinem aktuellsten Bericht für das Jahr 2019 insgesamt 207 «linksextreme Ereignisse», dagegen standen 29 «rechtsextreme Ereignisse».",2021-04-29 06:16:46+00:00,"((0, 186, 'GERMAN', 'de'),)","The Federal Intelligence Service recorded a total of 207 «extreme events» in its most recent report for 2019, while 29 «extreme events» stood against it."
662,"Linksextreme Gewalt – die Szene radikalisiert sich, die Gefahr wird unterschätzt: Die Schweiz ist auf dem linken Auge blind",2021-04-29 05:36:42+00:00,"((0, 126, 'GERMAN', 'de'),)","Left extreme violence – the scene is radicalizing, the danger is underestimated: Switzerland is blind on the left eye"
663,"Und tschüss: Anonyme Feiglinge, welche nur Schrott schreiben, werden konsequent geblockt!",2021-04-28 09:26:16+00:00,"((0, 90, 'GERMAN', 'de'),)","And bye: Anonymous cowards, who only write scrap, are consistently blocked!"
664,Was erzählen Sie hier für einen Schwachsinn?,2021-04-28 06:30:37+00:00,"((0, 46, 'GERMAN', 'de'),)",What kind of bullshit are you talking about?
665,"Ich wollte mich mit Ihnen geistig duellieren - aber ich sehe gerade, Sie sind gänzlich unbewaffnet",2021-04-26 17:20:37+00:00,"((0, 99, 'GERMAN', 'de'),)",I wanted to duel with you mentally - but I just see you're completely unarmed
666,Es waren ja auch nicht Sie gemeint - obwohl .... getroffene Hunde bellen ...,2021-04-26 12:58:58+00:00,"((0, 76, 'GERMAN', 'de'),)",You weren't meant either - although... dogs were barking...
667,"Solch ein Blödsinn lässt sich wohl nur anonym posten, sie erbärmlicher Feigling!",2021-04-26 12:33:47+00:00,"((0, 83, 'GERMAN', 'de'),)","You can only post such nonsense anonymously, you pathetic coward!"
668,Nun plötzlich doch nicht? Wir warnen seit Jahren!,2021-04-25 11:30:47+00:00,"((0, 50, 'GERMAN', 'de'),)",We've been warning for years.
669,Wir haben bald 200‘000 Arbeitslose ...,2021-04-25 11:11:06+00:00,"((0, 40, 'GERMAN', 'de'),)",We soon have 200'000 unemployed ...
670,Schade - ich hätte mich gerne mit Ihnen geistig duelliert - aber ich sehe gerade: Sie sind gänzlich unbewaffnet ...,2021-04-24 18:54:18+00:00,"((0, 117, 'GERMAN', 'de'),)",Too bad - I would have liked to duel with you mentally - but I see right now: you are completely unarmed ...
671,In welcher der von Ihnen genannten Zeitungen wurde an welchem Datum mein Vorstoss thematisiert ?,2021-04-24 18:37:57+00:00,"((0, 96, 'GERMAN', 'de'),)",In which of the newspapers you mentioned was the subject of my proposal on which date ?
672,"Also Sie diskutieren im Ernst hier über meinen Vorstoss, ohne konkret zu wissen, worum es geht?",2021-04-24 16:58:10+00:00,"((0, 96, 'GERMAN', 'de'),)",So you are seriously discussing my proposal here without knowing exactly what it is about?
673,"Ich habe im Interview klar gesagt, worum es geht ... sind Sie auch des Hörens nicht mächtig?",2021-04-24 15:36:23+00:00,"((0, 94, 'GERMAN', 'de'),)","In the interview, I made it clear what this is about... aren't you capable of hearing either?"
674,"Nein, es geht nicht um die „Mitte“ - bei der ist längst bekannt, dass sie links stimmt",2021-04-23 15:03:33+00:00,"((0, 91, 'GERMAN', 'de'),)","No, it\'s not about the ""middle"" - it\'s long known that it\'s right on the left."
675,"Nein, eben nicht! Die Wählerinnen und Wähler haben einen Anspruch darauf zu erfahren, wie die von ihnen Gewählten tatsächlich abstimmen!",2021-04-23 14:48:14+00:00,"((0, 140, 'GERMAN', 'de'),)","No, not at all! The voters have a right to know how the electors actually vote!"
676,"Ich könnte den EU-Beitritt fordern - sogar hierzu würden Sie einen Grund finden, warum dies rassistisch, schlecht, ungebildet, nicht gendergerecht oder gerade sonstwie nicht passend ist ...",2021-04-23 11:29:40+00:00,"((0, 191, 'GERMAN', 'de'),)","I could ask for EU membership - even for this you would find a reason why this is racist, bad, uneducated, not gender-appropriate or just not appropriate ..."
677,"Oh, welch grosses Lob, herzlichen Dank",2021-04-23 11:27:51+00:00,"((0, 38, 'GERMAN', 'de'),)","Oh, how great praise, thanks a lot"
678,"Sind Sie des Lesens mächtig? Ich verlange lediglich die Bekanntgabe der Resultate, nicht den Inhalt der Diskussionen!",2021-04-23 11:27:13+00:00,"((0, 118, 'GERMAN', 'de'),)","Are you capable of reading? I only demand the announcement of the results, not the content of the discussions!"
679,"Und was er vor dem Ereignis eingeworfen hat, verschweigen Sie ...",2021-04-22 10:50:45+00:00,"((0, 65, 'GERMAN', 'de'),)","And what he threw in before the event, you're not telling me..."
680,... und lernen Sie dann bitte noch etwas Rechtschreibung!,2021-04-20 14:12:20+00:00,"((0, 57, 'GERMAN', 'de'),)",... and then please learn some spelling!
681,"Legen Sie zuerst einmal Ihre Identität offen, Sie anonymer Feigling!",2021-04-20 14:11:49+00:00,"((0, 69, 'GERMAN', 'de'),)","First, reveal your identity, you anonymous coward!"
682,"Wäre ja spannend zu wissen, welche echten SVP-ler sich mit einem dunkelroten Kommunisten wie Sie es sind, tatsächlich abgeben ...",2021-04-19 18:25:14+00:00,"((0, 131, 'GERMAN', 'de'),)",It would be exciting to know which real SVP-lers are actually dealing with a dark red communist like you are ...
683,"Solange er mitspielt, passt doch kein Blatt Papier dazwischen ...",2021-04-19 14:14:17+00:00,"((0, 65, 'GERMAN', 'de'),)","As long as he plays along, there's no piece of paper in between ..."
684,"Ja, bei der Mitte bekommen Sie eine klare Politik und Haltung ... (Ironie off)",2021-04-19 14:03:55+00:00,"((0, 78, 'GERMAN', 'de'),)","Yes, in the middle you get a clear policy and attitude ... (Ironie off)"
685,Nochmals: Da dürfte das Stockholm-Syndrom mitspielen ...,2021-04-19 14:02:53+00:00,"((0, 57, 'GERMAN', 'de'),)",Again: The Stockholm syndrome should play a part ...
686,"Und ich hoffe, dass Sie gegen den Blackout (vollkommener Zusammenbruch der Stromversorgung) vorgesorgt haben - dagegen ist nämlich die aktuelle Lage ein Honigschlecken ...",2021-04-19 13:28:19+00:00,"((0, 172, 'GERMAN', 'de'),)",And I hope you've taken care of the blackout (perfect breakdown of the power supply) - because the current situation is a honey slug ...
687,Trompeten Sie doch nicht so einen Mist raus - denn immerhin liesse sich diese Energie - ganz im Gegenteil zum Flatterstrom - wenigstens bunkern!,2021-04-19 13:07:04+00:00,"((0, 144, 'GERMAN', 'de'),)",Don't make such a fuss out of it - because at least this energy - quite the contrary to the flutter flow - could be bunkered at least!
688,Nur der Aktualität zuliebe ...,2021-04-19 12:28:17+00:00,"((0, 31, 'GERMAN', 'de'),)",Only for the sake of topicality ...
689,In gutem Deutsch würde man „wovor“ schreiben ...,2021-04-19 10:45:49+00:00,"((0, 53, 'GERMAN', 'de'),)","In good German one would write ""wovor"" ..."
690,"Wir brauchen dringend eine schlagkräftige, glaubwürdige und einsatzfähige Armee - und keine Elektropanzer und CO2-Träumer, Frau Bundesrätin Viola Amherd",2021-04-19 10:41:26+00:00,"((0, 157, 'GERMAN', 'de'),)","We urgently need a powerful, credible and operational army - and no electric tanks and CO2 dreamers, Mrs. Viola Amherd"
691,Vielleicht das Stockholm-Syndrom?,2021-04-19 10:30:21+00:00,"((0, 33, 'GERMAN', 'de'),)",Maybe Stockholm Syndrome?
692,Wovon träumen Sie in der Nacht?,2021-04-19 10:24:32+00:00,"((0, 32, 'GERMAN', 'de'),)",What do you dream of at night?
693,"Ach, die dauerfrustrierte JSH meldet sich auch mal wieder ....",2021-04-19 08:53:30+00:00,"((0, 62, 'GERMAN', 'de'),)","Oh, the persistently frustrated JSH is also reporting again ...."
694,"Schade für Ihre Argumentation, dass wir uns gerade in einer Phase der Untersterblichkeit befinden ...",2021-04-18 15:52:20+00:00,"((0, 102, 'GERMAN', 'de'),)",Too bad for your argument that we are in a phase of immortality ...
695,Also Missstände aufzeigen ist für Sie „hetzen“?,2021-04-18 15:25:44+00:00,"((0, 53, 'GERMAN', 'de'),)","So pointing out abuses is for you ""incite""?"
696,Nicht alles umdrehen: Das BAG hat andere Angebote nicht mal geprüft!,2021-04-18 07:20:26+00:00,"((0, 69, 'GERMAN', 'de'),)",Don't turn everything around: the BAG has not even checked other offers!
697,"Genau - neue Sprachregelung: Wer Missstände anspricht, wird zum Hetzer ernannt ...",2021-04-18 07:19:31+00:00,"((0, 83, 'GERMAN', 'de'),)",Precisely - new language regulation: Anyone who addresses maladministration is appointed a heretic ...
698,"Typisch links - wenn ein Bürgerlicher dazu aufrufen würde, ginge ein Riesengeheule los!",2021-04-17 18:05:04+00:00,"((0, 89, 'GERMAN', 'de'),)","Typically left - if a citizen would call for it, a huge howl would go off!"
699,Klimajugend? Wohl eher Klimakommunisten ...,2021-04-17 18:04:03+00:00,"((0, 43, 'GERMAN', 'de'),)",Climate youth? Probably more climate communists ...
700,Schon wieder Probleme mit dem Impfstoff: Nun müssen beim  Köpfe rollen!,2021-04-17 18:02:32+00:00,"((0, 73, 'GERMAN', 'de'),)",Problems with the vaccine again: Now have to roll at the head!
701,"Aber sie gingen, um zu arbeiten - und nicht, um den Amis auf der Tasche zu liegen und / oder kriminell zu werden ...",2021-04-17 10:40:42+00:00,"((0, 116, 'GERMAN', 'de'),)",But they went to work - and not to lie the Americans on the bag and / or become criminal ...
702,Nennen Sie bitte aktuelle Vorkommnisse ...,2021-04-16 19:24:43+00:00,"((0, 42, 'GERMAN', 'de'),)",Please state current events ...
703,Wo - in welcher Asylunterkunft musste ein Insasse vor einem Angriff geschützt werden?,2021-04-16 15:28:55+00:00,"((0, 86, 'GERMAN', 'de'),)",Where - in which asylum accommodation an inmate had to be protected from an attack?
704,Was sind denn Sie für ein anonymer Feigling?,2021-04-16 12:46:57+00:00,"((0, 45, 'GERMAN', 'de'),)",What kind of anonymous coward are you?
705,"Wieso braucht es für Leute, die bei uns angeblich Schutz suchen, alleine im Aargau fast 12 Millionen, um diese Schutzsuchenden vor sich selbst und die Bevölkerung vor ihnen zu schützen?",2021-04-16 10:43:04+00:00,"((0, 188, 'GERMAN', 'de'),)",Why does it take almost 12 million for people who claim to be seeking protection in the Aargau alone to protect those seeking protection from themselves and the population from them?
706,Wovon träumen Sie nachts?,2021-04-15 19:13:46+00:00,"((0, 26, 'GERMAN', 'de'),)",What do you dream of at night?
707,"Was die Schweiz in einem Jahr rauslässt, bläst China in einem Tag in die Luft!",2021-04-15 17:50:51+00:00,"((0, 80, 'GERMAN', 'de'),)",What Switzerland leaves out in a year is blowing up China in one day!
708,Genau das Gegenteil ist wahr: Mit Flatterstrom aus Photovoltaik und Windrädli ist uns nicht geholfen!,2021-04-15 15:38:28+00:00,"((0, 102, 'GERMAN', 'de'),)","The exact opposite is true: with flutter power from photovoltaics and wind turbines, we are not helped!"
709,Wir können die Erderwärmung nicht beeinflussen!,2021-04-15 11:28:50+00:00,"((0, 49, 'GERMAN', 'de'),)",We can't influence global warming!
710,"Wer glaubt, die Erderwärmung mittels CO2-Steuer aufhalten zu können, glaubt auch, die Erdumdrehung aufhalten zu können ...",2021-04-15 11:24:29+00:00,"((0, 125, 'GERMAN', 'de'),)",Those who believe that they can stop global warming by means of CO2 taxes also believe that they can stop the Earth's rotation ...
711,Schaue gerade Bewerbungen an - wann hat eigentlich dieses unsägliche Geschwurbel Einzug in die Zeugnisse gehalten? Klartext fehlt!,2021-04-14 13:46:23+00:00,"((0, 131, 'GERMAN', 'de'),)",Just look at applications - when did this unspeakable jury actually enter the testimonies? Clear text is missing!
712,Dann wäre ja der Blick unanständig - denn so explizit und in dieser Form hat er den Christen noch nie zu Weihnachten gratuliert 🤷‍,2021-04-14 08:17:30+00:00,"((0, 137, 'GERMAN', 'de'),)",Then the look would be indecent - because so explicit and in this form he has never congratulated the Christians at Christmas
713,"Lieber  - ist diese Anbiederung wirklich nötig? Und glaubt Ihr wirklich, so Abonnenten zu gewinnen?",2021-04-13 18:08:51+00:00,"((0, 100, 'GERMAN', 'de'),)",Dear - is this bidding really necessary? And do you really believe in winning subscribers like this?
714,"Wenn Sie so weitermachen, wird die Quittung bei den nächsten Wahlen folgen ... dann aber bitte nicht klagen ... wir haben gewarnt!",2021-04-13 08:18:05+00:00,"((0, 131, 'GERMAN', 'de'),)","If you continue like this, the receipt will follow in the next elections ... but please don't complain ... we have warned!"
715,Leute wie Sie sind für den Untergang der einst stolzen und staatstragenden FDP verantwortlich! Die SVP hat keine Freude am Niedergang der FDP - wir wünschen uns eine starke Mitbewerberin um die besten Ideen!,2021-04-13 05:35:47+00:00,"((0, 209, 'GERMAN', 'de'),)",People like you are responsible for the downfall of the once proud and state-supporting FDP! The SVP has no pleasure in the downfall of the FDP - we wish a strong competitor for the best ideas!
716,"Ja, liebe  - es tut weh, wenn wir dies mit Euren beiden nach links abweichenden Bundesräten so direkt ansprechen ... Nun müsst Ihr aber nicht wie unerzogene Kinder im Sandkasten mit Sand schmeissen, sondern Eure beiden Bundesräte für morgen briefen!",2021-04-13 04:07:26+00:00,"((0, 253, 'GERMAN', 'de'),)","Yes, dear - it hurts if we address this so directly with your two Federal Councillors who differ to the left ... Now you do not have to throw sand like uneducated children in the sandbox, but write your two Federal Councillors for tomorrow!"
717,Bei Ihnen müsste wohl eher ‚von vorgestern‘ stehen,2021-04-12 13:24:27+00:00,"((0, 55, 'GERMAN', 'de'),)","With you it would probably have to be ""from the day before yesterday"""
718,"Es gibt Grundwerte, die eine bürgerliche, geschweige eine sich liberal nennende Partei nie verraten darf, liebe FDP!",2021-04-11 18:45:35+00:00,"((0, 117, 'GERMAN', 'de'),)","There are fundamental values that a bourgeois party, let alone a liberal party, must never betray, dear FDP!"
719,Also dies ist für Sie bereits rassistisch?,2021-04-09 16:43:00+00:00,"((0, 43, 'GERMAN', 'de'),)",So this is already racist for you?
720,Sind Sie des Lesens nicht mächtig? Ich wurde keineswegs verurteilt!,2021-04-09 16:25:07+00:00,"((0, 68, 'GERMAN', 'de'),)",Are you not capable of reading? I was not condemned by any means!
721,Wann und von welchem Gericht wurde ich wegen Rassismus verurteilt?,2021-04-09 15:39:38+00:00,"((0, 66, 'GERMAN', 'de'),)",When and by which court was I convicted of racism?
722,Lasst uns einen Stuhlkreis bilden und darüber reden ....,2021-04-09 13:29:11+00:00,"((0, 57, 'GERMAN', 'de'),)",Let us form a circle of chairs and talk about it ....
723,Rassismus scheint auf sehr tiefer Stufe zu beginnen ...,2021-04-09 10:11:18+00:00,"((0, 55, 'GERMAN', 'de'),)",Racism seems to start at a very low level ...
724,"Oh Gott, liebes  - wieso benennt Ihr den Aargau um?",2021-04-09 09:16:50+00:00,"((0, 51, 'GERMAN', 'de'),)","Oh, God, dear, why are you naming the Aargau?"
725,"weigert sich, ein Konto für das Komitee „Ehe für alle“ zu eröffnen - wegen angeblichem Reputationsrisiko ... die hätten mal besser bei Pierin Vincenz genauer hingeschaut!",2021-04-09 06:11:25+00:00,"((0, 94, 'GERMAN', 'de'), (94, 84, 'Unknown', 'un'))","refuses to open an account for the committee ""Marriage for everyone"" because of alleged reputation risk ... they would have looked better at Pierin Vincenz!"
726,"Unglaublich, die  Die  und konservativ - die Grünen als Liberale? Da scheinen nebst  auch die beiden Redaktorinnen am Morgen etwas eingeworfen zu haben ...",2021-04-08 16:17:24+00:00,"((0, 156, 'GERMAN', 'de'),)","Incredible, the Die and conservative - the Greens as liberals? Besides the two editors in the morning seem to have thrown something in ..."
727,Das ist so unwahr - aber eben: Amonym lässt sich hier der grösste Dreck posten ... und tschüss,2021-04-07 12:44:48+00:00,"((0, 97, 'GERMAN', 'de'),)",This is so untrue - but just: Amonym can be posted here the biggest dirt ... and bye
728,"Wieder ein anonymer Feigling, der seinen Schrott hier absondert ... 🤮",2021-04-07 11:44:52+00:00,"((0, 72, 'GERMAN', 'de'),)",Again an anonymous coward who separates his scrap from here ...
729,Wo in all diesen Tätigkeiten hat der Mann auch nur einen Hauch von wirtschaftlichem Handeln erlernt?,2021-04-07 11:34:12+00:00,"((0, 101, 'GERMAN', 'de'),)",Where in all of these activities has the man learned even a touch of economic action?
730,Jeder Kebab-Stand hat ein besseres Risk-Management als die,2021-04-07 07:02:10+00:00,"((0, 58, 'GERMAN', 'de'),)",Each kebab stand has a better risk management than the
731,Und den Hauptpreis für die kreativste Ausrede erhält - tatata: Thomas Gottstein von der,2021-04-07 06:38:35+00:00,"((0, 89, 'GERMAN', 'de'),)",And receives the main prize for the most creative excuse - tatata: Thomas Gottstein of the
732,"Nein, ich habe meine eigenen Geschäfte!",2021-04-05 21:04:12+00:00,"((0, 40, 'GERMAN', 'de'),)","No, I have my own business!"
733,"Nein, den Spruch haben Sie nun echt nicht begriffen - was meine Theorie nur bestätigt",2021-04-05 17:55:47+00:00,"((0, 86, 'GERMAN', 'de'),)","No, you really didn't understand the spell - which just confirms my theory"
734,Dann zeigen Sie uns bitte Ihr Profilbild ...,2021-04-05 15:12:03+00:00,"((0, 44, 'GERMAN', 'de'),)",Then please show us your profile picture ...
735,"Eigentlich wollte ich mich hier mit Ihnen geistig duellieren - aber ich sehe gerade, Sie sind gänzlich unbewaffnet ...",2021-04-05 14:28:04+00:00,"((0, 119, 'GERMAN', 'de'),)","Actually, I wanted to duel here with you mentally - but I see you're completely unarmed..."
736,Noch nicht mal die Rechtschreibung beherrschen - aber hier anonym grosse Töne spucken ... kleiner Feigling!,2021-04-05 14:06:41+00:00,"((0, 108, 'GERMAN', 'de'),)",Not even master the spelling - but here anonymously big sounds spit ... little coward!
737,Jedes Land hat eine Armee - entweder eine eigene oder eine fremde!,2021-04-05 11:43:19+00:00,"((0, 66, 'GERMAN', 'de'),)",Each country has an army - either its own or a foreign one!
738,Ah ja - wie kommen Sie zu dieser Behauptung?,2021-04-05 05:00:22+00:00,"((0, 44, 'GERMAN', 'de'),)",Ah yes - how do you come up with this claim?
739,Disuasion - aber davon scheinen Sie nichts zu verstehen ...,2021-04-04 21:04:25+00:00,"((0, 59, 'GERMAN', 'de'),)",Disuasion - but you don't seem to understand anything about it...
740,... aus dem sicheren Lehnstuhl lässt sich die Geschichte immer gut kritisieren ...,2021-04-04 21:03:37+00:00,"((0, 83, 'GERMAN', 'de'),)",... from the safe armchair the story can always be well criticized ...
